10:08:37.683 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
10:12:09.884 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [050e4660-ff75-4bd0-9a1c-9fa6e804cd36_config-0]Notify connected event to listeners.
10:12:09.884 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [050e4660-ff75-4bd0-9a1c-9fa6e804cd36_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
10:12:09.884 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [050e4660-ff75-4bd0-9a1c-9fa6e804cd36_config-0] Connected,notify listen context...
10:12:09.938 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> []
10:12:09.940 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> []
10:12:10.531 [nacos-grpc-client-executor-4] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0c484f11-2a0c-4e36-a42d-21decf8123ef]receive server push request,request=NotifySubscriberRequest,requestId=144
10:12:10.531 [nacos-grpc-client-executor-4] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@xueyi-gateway -> []
10:12:10.531 [nacos-grpc-client-executor-4] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@xueyi-gateway -> []
10:12:10.534 [nacos-grpc-client-executor-4] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0c484f11-2a0c-4e36-a42d-21decf8123ef]ack server push request,request=NotifySubscriberRequest,requestId=144
10:12:13.309 [main] INFO  c.a.n.client.naming - [registerService,112] - [REGISTER-SERVICE] f14023f1-463c-4fa2-9171-c3f19774cf73 registering service xueyi-gateway with instance Instance{instanceId='null', ip='11.9.0.10', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
10:12:13.326 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP xueyi-gateway 11.9.0.10:8080 register finished
10:12:13.349 [main] INFO  c.x.g.XueYiGatewayApplication - [logStarted,61] - Started XueYiGatewayApplication in 15.89 seconds (JVM running for 17.314)
10:12:13.353 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] xueyi-gateway+DEFAULT_GROUP+f14023f1-463c-4fa2-9171-c3f19774cf73
10:12:13.353 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=f14023f1-463c-4fa2-9171-c3f19774cf73, dataId=xueyi-gateway, group=DEFAULT_GROUP, cnt=1
10:12:13.353 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] xueyi-gateway.properties+DEFAULT_GROUP+f14023f1-463c-4fa2-9171-c3f19774cf73
10:12:13.353 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=f14023f1-463c-4fa2-9171-c3f19774cf73, dataId=xueyi-gateway.properties, group=DEFAULT_GROUP, cnt=1
10:12:13.354 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] xueyi-gateway-dev.properties+DEFAULT_GROUP+f14023f1-463c-4fa2-9171-c3f19774cf73
10:12:13.354 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=f14023f1-463c-4fa2-9171-c3f19774cf73, dataId=xueyi-gateway-dev.properties, group=DEFAULT_GROUP, cnt=1
10:12:13.834 [nacos-grpc-client-executor-8] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0c484f11-2a0c-4e36-a42d-21decf8123ef]receive server push request,request=NotifySubscriberRequest,requestId=145
10:12:13.836 [nacos-grpc-client-executor-8] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@xueyi-gateway -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
10:12:13.836 [nacos-grpc-client-executor-8] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@xueyi-gateway -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
10:12:13.839 [nacos-grpc-client-executor-8] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [0c484f11-2a0c-4e36-a42d-21decf8123ef]ack server push request,request=NotifySubscriberRequest,requestId=145
10:12:16.932 [com.alibaba.nacos.client.naming.updater.1] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
10:12:16.932 [com.alibaba.nacos.client.naming.updater.1] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
10:17:12.767 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
10:17:14.405 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\Administrator\nacos\config
10:17:14.408 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 19de2784-246f-4085-87fc-8c67c8618dfb_config-0
10:17:14.449 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 26 ms to scan 1 urls, producing 3 keys and 6 values 
10:17:14.473 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 4 keys and 9 values 
10:17:14.485 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 3 keys and 10 values 
10:17:14.717 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 229 ms to scan 211 urls, producing 0 keys and 0 values 
10:17:14.726 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 1 keys and 5 values 
10:17:14.739 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 1 keys and 7 values 
10:17:14.749 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 2 keys and 8 values 
10:17:14.939 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 187 ms to scan 211 urls, producing 0 keys and 0 values 
10:17:14.940 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
10:17:14.941 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/914039525
10:17:14.941 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/16556935
10:17:14.942 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
10:17:14.943 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
10:17:14.951 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0] Try to connect to server on start up, server: {serverIp='192.168.6.130', server main port=8848}
10:17:16.545 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0] Success to connect to server [192.168.6.130:8848] on start up,connectionId=1641781035052_192.168.6.1_53583
10:17:16.545 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0]Notify connected event to listeners.
10:17:16.546 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0] Connected,notify listen context...
10:17:16.546 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
10:17:16.546 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [19de2784-246f-4085-87fc-8c67c8618dfb_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
10:17:16.589 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
10:17:16.601 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
10:17:16.620 [main] INFO  c.x.g.XueYiGatewayApplication - [logStartupProfileInfo,663] - The following profiles are active: dev
10:17:18.787 [main] INFO  c.x.g.l.DynamicRouteServiceImplByNacos - [init,34] - gateway route init...
10:17:18.788 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0
10:17:18.788 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
10:17:18.788 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/914039525
10:17:18.789 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/16556935
10:17:18.789 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
10:17:18.789 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
10:17:18.789 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0] Try to connect to server on start up, server: {serverIp='192.168.6.130', server main port=8848}
10:17:18.898 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0] Success to connect to server [192.168.6.130:8848] on start up,connectionId=1641781037502_192.168.6.1_53590
10:17:18.898 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
10:17:18.898 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0]Notify connected event to listeners.
10:17:18.898 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0] Connected,notify listen context...
10:17:18.898 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [415b85c4-67a5-4b0f-96fe-64e557fbfaf7_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
10:17:18.903 [main] INFO  c.x.g.l.DynamicRouteServiceImplByNacos - [init,42] - 获取网关当前配置:[{
    "id": "xueyi-auth",
    "order": 2,
    "predicates": [{
        "args": {
            "pattern": "/token/**"
        },
        "name": "Path"
    }],
    "uri": "lb://xueyi-auth"
}]
10:17:18.916 [main] INFO  c.x.g.l.DynamicRouteServiceImplByNacos - [init,45] - update route : RouteDefinition{id='xueyi-auth', predicates=[PredicateDefinition{name='Path', args={pattern=/token/**}}], filters=[], uri=lb://xueyi-auth, order=2, metadata={}}
10:17:18.916 [main] INFO  c.x.g.s.i.DynamicRouteServiceImpl - [add,103] - gateway add route RouteDefinition{id='xueyi-auth', predicates=[PredicateDefinition{name='Path', args={pattern=/token/**}}], filters=[], uri=lb://xueyi-auth, order=2, metadata={}}
10:17:18.960 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] xueyi-gateway+DEFAULT_GROUP+f14023f1-463c-4fa2-9171-c3f19774cf73
10:17:18.967 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=f14023f1-463c-4fa2-9171-c3f19774cf73, dataId=xueyi-gateway, group=DEFAULT_GROUP, cnt=1
10:17:21.673 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
10:17:21.877 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
10:17:21.877 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
10:17:21.878 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
10:17:21.890 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 9c7a04e1-d97d-452b-91d6-f9642daf6cbb
10:17:21.890 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]RpcClient init label, labels={module=naming, source=sdk}
10:17:21.892 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]RpcClient init, ServerListFactory =com.alibaba.nacos.client.naming.core.ServerListManager
10:17:21.892 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
10:17:21.893 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
10:17:21.893 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb] Try to connect to server on start up, server: {serverIp='192.168.6.130', server main port=8848}
10:17:22.003 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb] Success to connect to server [192.168.6.130:8848] on start up,connectionId=1641781040605_192.168.6.1_53595
10:17:22.004 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]Notify connected event to listeners.
10:17:22.004 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
10:17:22.004 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,76] - Grpc connection connect
10:17:22.004 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
10:17:23.386 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
10:17:23.554 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] sentinel-xueyi-gateway+DEFAULT_GROUP
10:17:23.555 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=sentinel-xueyi-gateway, group=DEFAULT_GROUP, cnt=1
10:17:23.555 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 64a8c712-795e-482e-9e21-06af77b14648_config-0
10:17:23.555 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
10:17:23.556 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/914039525
10:17:23.556 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/16556935
10:17:23.556 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
10:17:23.556 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
10:17:23.556 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0] Try to connect to server on start up, server: {serverIp='192.168.6.130', server main port=8848}
10:17:23.663 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0] Success to connect to server [192.168.6.130:8848] on start up,connectionId=1641781042268_192.168.6.1_53598
10:17:23.663 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
10:17:23.663 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0]Notify connected event to listeners.
10:17:23.663 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
10:17:23.663 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [64a8c712-795e-482e-9e21-06af77b14648_config-0] Connected,notify listen context...
10:17:23.699 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> []
10:17:23.701 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> []
10:17:24.285 [nacos-grpc-client-executor-4] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]receive server push request,request=NotifySubscriberRequest,requestId=146
10:17:24.285 [nacos-grpc-client-executor-4] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@xueyi-gateway -> []
10:17:24.286 [nacos-grpc-client-executor-4] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@xueyi-gateway -> []
10:17:24.288 [nacos-grpc-client-executor-4] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]ack server push request,request=NotifySubscriberRequest,requestId=146
10:17:26.775 [main] INFO  c.a.n.client.naming - [registerService,112] - [REGISTER-SERVICE] f14023f1-463c-4fa2-9171-c3f19774cf73 registering service xueyi-gateway with instance Instance{instanceId='null', ip='11.9.0.10', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
10:17:26.780 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP xueyi-gateway 11.9.0.10:8080 register finished
10:17:26.799 [main] INFO  c.x.g.XueYiGatewayApplication - [logStarted,61] - Started XueYiGatewayApplication in 15.674 seconds (JVM running for 16.973)
10:17:26.802 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] xueyi-gateway+DEFAULT_GROUP+f14023f1-463c-4fa2-9171-c3f19774cf73
10:17:26.802 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=f14023f1-463c-4fa2-9171-c3f19774cf73, dataId=xueyi-gateway, group=DEFAULT_GROUP, cnt=1
10:17:26.803 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] xueyi-gateway.properties+DEFAULT_GROUP+f14023f1-463c-4fa2-9171-c3f19774cf73
10:17:26.803 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=f14023f1-463c-4fa2-9171-c3f19774cf73, dataId=xueyi-gateway.properties, group=DEFAULT_GROUP, cnt=1
10:17:26.803 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] xueyi-gateway-dev.properties+DEFAULT_GROUP+f14023f1-463c-4fa2-9171-c3f19774cf73
10:17:26.803 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=f14023f1-463c-4fa2-9171-c3f19774cf73, dataId=xueyi-gateway-dev.properties, group=DEFAULT_GROUP, cnt=1
10:17:27.300 [nacos-grpc-client-executor-8] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]receive server push request,request=NotifySubscriberRequest,requestId=147
10:17:27.303 [nacos-grpc-client-executor-8] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@xueyi-gateway -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
10:17:27.304 [nacos-grpc-client-executor-8] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@xueyi-gateway -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
10:17:27.306 [nacos-grpc-client-executor-8] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]ack server push request,request=NotifySubscriberRequest,requestId=147
10:17:30.706 [com.alibaba.nacos.client.naming.updater.1] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
10:17:30.706 [com.alibaba.nacos.client.naming.updater.1] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
16:44:51.739 [com.alibaba.nacos.client.naming.grpc.redo.0] INFO  c.a.n.client.naming - [redoForSubscribe,110] - Redo subscriber operation UNREGISTER for DEFAULT_GROUP@@xueyi-gateway#DEFAULT
16:44:58.760 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9c7a04e1-d97d-452b-91d6-f9642daf6cbb]Server healthy check fail,currentConnection=1641781040605_192.168.6.1_53595
16:44:58.760 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [64a8c712-795e-482e-9e21-06af77b14648_config-0]Server healthy check fail,currentConnection=1641781042268_192.168.6.1_53598
