10:22:36.133 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
16:44:54.076 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 29 ms to scan 1 urls, producing 3 keys and 6 values 
16:44:54.103 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 4 keys and 9 values 
16:44:54.122 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 17 ms to scan 1 urls, producing 3 keys and 10 values 
16:44:54.363 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 237 ms to scan 211 urls, producing 0 keys and 0 values 
16:44:54.372 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 9 ms to scan 1 urls, producing 1 keys and 5 values 
16:44:54.389 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 1 keys and 7 values 
16:44:54.400 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 9 ms to scan 1 urls, producing 2 keys and 8 values 
16:44:54.632 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 229 ms to scan 211 urls, producing 0 keys and 0 values 
16:44:54.634 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
16:44:54.634 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/2095702106
16:44:54.635 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/1234329919
16:44:54.636 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
16:44:54.636 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
16:44:54.646 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0] Try to connect to server on start up, server: {serverIp='192.168.6.130', server main port=8848}
16:44:56.056 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0] Success to connect to server [192.168.6.130:8848] on start up,connectionId=1640853896483_192.168.6.1_54906
16:44:56.056 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0]Notify connected event to listeners.
16:44:56.056 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0] Connected,notify listen context...
16:44:56.056 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
16:44:56.057 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d16dcfe2-7c5c-4b18-9c93-eaed83a3888e_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
16:44:56.096 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
16:44:56.133 [main] INFO  c.x.g.XueYiGatewayApplication - [logStartupProfileInfo,663] - The following profiles are active: dev
16:45:01.258 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
16:45:01.387 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
16:45:01.387 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
16:45:01.388 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
16:45:01.402 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 59fba89b-4608-4c6c-b1c1-f41b79ec4e29
16:45:01.403 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]RpcClient init label, labels={module=naming, source=sdk}
16:45:01.404 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]RpcClient init, ServerListFactory =com.alibaba.nacos.client.naming.core.ServerListManager
16:45:01.405 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
16:45:01.405 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
16:45:01.406 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29] Try to connect to server on start up, server: {serverIp='192.168.6.130', server main port=8848}
16:45:01.516 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29] Success to connect to server [192.168.6.130:8848] on start up,connectionId=1640853902065_192.168.6.1_54920
16:45:01.516 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]Notify connected event to listeners.
16:45:01.516 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
16:45:01.516 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,76] - Grpc connection connect
16:45:01.516 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
16:45:03.049 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
16:45:03.247 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] sentinel-xueyi-gateway+DEFAULT_GROUP
16:45:03.253 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=sentinel-xueyi-gateway, group=DEFAULT_GROUP, cnt=1
16:45:03.253 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 1b278f54-0678-408c-b395-4679840e4de4_config-0
16:45:03.254 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b278f54-0678-408c-b395-4679840e4de4_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
16:45:03.254 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b278f54-0678-408c-b395-4679840e4de4_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/2095702106
16:45:03.254 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b278f54-0678-408c-b395-4679840e4de4_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/1234329919
16:45:03.254 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b278f54-0678-408c-b395-4679840e4de4_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
16:45:03.254 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b278f54-0678-408c-b395-4679840e4de4_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
16:45:03.255 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b278f54-0678-408c-b395-4679840e4de4_config-0] Try to connect to server on start up, server: {serverIp='192.168.6.130', server main port=8848}
16:45:03.364 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b278f54-0678-408c-b395-4679840e4de4_config-0] Success to connect to server [192.168.6.130:8848] on start up,connectionId=1640853903914_192.168.6.1_54926
16:45:03.364 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b278f54-0678-408c-b395-4679840e4de4_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
16:45:03.364 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b278f54-0678-408c-b395-4679840e4de4_config-0]Notify connected event to listeners.
16:45:03.364 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b278f54-0678-408c-b395-4679840e4de4_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
16:45:03.364 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [1b278f54-0678-408c-b395-4679840e4de4_config-0] Connected,notify listen context...
16:45:03.402 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> []
16:45:03.405 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> []
16:45:03.997 [nacos-grpc-client-executor-4] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]receive server push request,request=NotifySubscriberRequest,requestId=15
16:45:03.998 [nacos-grpc-client-executor-4] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@xueyi-gateway -> []
16:45:03.998 [nacos-grpc-client-executor-4] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@xueyi-gateway -> []
16:45:04.000 [nacos-grpc-client-executor-4] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]ack server push request,request=NotifySubscriberRequest,requestId=15
16:45:06.308 [main] INFO  c.a.n.client.naming - [registerService,112] - [REGISTER-SERVICE] public registering service xueyi-gateway with instance Instance{instanceId='null', ip='11.9.0.10', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
16:45:06.313 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP xueyi-gateway 11.9.0.10:8080 register finished
16:45:06.914 [nacos-grpc-client-executor-8] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]receive server push request,request=NotifySubscriberRequest,requestId=16
16:45:06.917 [nacos-grpc-client-executor-8] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@xueyi-gateway -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
16:45:06.917 [nacos-grpc-client-executor-8] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@xueyi-gateway -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
16:45:06.919 [nacos-grpc-client-executor-8] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [59fba89b-4608-4c6c-b1c1-f41b79ec4e29]ack server push request,request=NotifySubscriberRequest,requestId=16
16:45:10.406 [com.alibaba.nacos.client.naming.updater.1] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
16:45:10.406 [com.alibaba.nacos.client.naming.updater.1] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
16:47:15.476 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
16:47:17.179 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\Administrator\nacos\config
16:47:17.182 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 994084c2-0131-44d3-9b0c-dfea55a195eb_config-0
16:47:17.224 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 27 ms to scan 1 urls, producing 3 keys and 6 values 
16:47:17.249 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 4 keys and 9 values 
16:47:17.262 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 3 keys and 10 values 
16:47:17.511 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 245 ms to scan 211 urls, producing 0 keys and 0 values 
16:47:17.521 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 1 keys and 5 values 
16:47:17.534 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 1 keys and 7 values 
16:47:17.545 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 9 ms to scan 1 urls, producing 2 keys and 8 values 
16:47:17.758 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 211 ms to scan 211 urls, producing 0 keys and 0 values 
16:47:17.761 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
16:47:17.762 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1952194564
16:47:17.762 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/114990534
16:47:17.763 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
16:47:17.764 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
16:47:17.774 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0] Try to connect to server on start up, server: {serverIp='192.168.6.130', server main port=8848}
16:47:19.061 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0] Success to connect to server [192.168.6.130:8848] on start up,connectionId=1640854039512_192.168.6.1_55360
16:47:19.062 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0]Notify connected event to listeners.
16:47:19.062 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0] Connected,notify listen context...
16:47:19.062 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
16:47:19.062 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [994084c2-0131-44d3-9b0c-dfea55a195eb_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
16:47:19.102 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
16:47:19.141 [main] INFO  c.x.g.XueYiGatewayApplication - [logStartupProfileInfo,663] - The following profiles are active: dev
16:47:24.332 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
16:47:24.546 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
16:47:24.547 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
16:47:24.547 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
16:47:24.563 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 1b9dcfd6-f855-4c61-9d69-18b479b81d87
16:47:24.563 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87]RpcClient init label, labels={module=naming, source=sdk}
16:47:24.565 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87]RpcClient init, ServerListFactory =com.alibaba.nacos.client.naming.core.ServerListManager
16:47:24.565 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
16:47:24.566 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
16:47:24.566 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87] Try to connect to server on start up, server: {serverIp='192.168.6.130', server main port=8848}
16:47:24.677 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87] Success to connect to server [192.168.6.130:8848] on start up,connectionId=1640854045228_192.168.6.1_55374
16:47:24.677 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87]Notify connected event to listeners.
16:47:24.677 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
16:47:24.677 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,76] - Grpc connection connect
16:47:24.677 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
16:47:26.114 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
16:47:26.329 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] sentinel-xueyi-gateway+DEFAULT_GROUP
16:47:26.335 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=sentinel-xueyi-gateway, group=DEFAULT_GROUP, cnt=1
16:47:26.336 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0
16:47:26.336 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
16:47:26.336 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1952194564
16:47:26.336 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/114990534
16:47:26.336 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
16:47:26.336 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
16:47:26.337 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0] Try to connect to server on start up, server: {serverIp='192.168.6.130', server main port=8848}
16:47:26.471 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0] Success to connect to server [192.168.6.130:8848] on start up,connectionId=1640854047022_192.168.6.1_55381
16:47:26.471 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
16:47:26.471 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0]Notify connected event to listeners.
16:47:26.471 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
16:47:26.471 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [05c4b321-0a0d-4012-8a8a-58af2f79cbd2_config-0] Connected,notify listen context...
16:47:26.509 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> []
16:47:26.512 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> []
16:47:27.051 [nacos-grpc-client-executor-4] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87]receive server push request,request=NotifySubscriberRequest,requestId=17
16:47:27.051 [nacos-grpc-client-executor-4] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@xueyi-gateway -> []
16:47:27.051 [nacos-grpc-client-executor-4] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@xueyi-gateway -> []
16:47:27.053 [nacos-grpc-client-executor-4] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b9dcfd6-f855-4c61-9d69-18b479b81d87]ack server push request,request=NotifySubscriberRequest,requestId=17
16:47:29.388 [main] INFO  c.a.n.client.naming - [registerService,112] - [REGISTER-SERVICE] public registering service xueyi-gateway with instance Instance{instanceId='null', ip='11.9.0.10', port=8080, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
16:47:29.393 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP xueyi-gateway 11.9.0.10:8080 register finished
16:47:29.513 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
16:47:29.513 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@xueyi-gateway@@DEFAULT -> [{"ip":"11.9.0.10","port":8080,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@xueyi-gateway","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
16:47:29.587 [main] INFO  c.x.g.XueYiGatewayApplication - [logStarted,61] - Started XueYiGatewayApplication in 15.779 seconds (JVM running for 17.163)
16:47:29.591 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] xueyi-gateway-dev.yml+DEFAULT_GROUP+f14023f1-463c-4fa2-9171-c3f19774cf73
